time_s,L1_heel,L2_lateral_forefoot,L3_medial_forefoot,R1_heel,R2_lateral_forefoot,R3_medial_forefoot,L_ax,L_ay,L_az,L_gx,L_gy,L_gz,R_ax,R_ay,R_az,R_gx,R_gy,R_gz
3.23,0.0,0.0,0.757,6.046,1.682,1.308,0.3095,-0.0218,0.9722,7.85,-0.07,-217.84,0.0394,0.044,1.009,-31.24,-0.41,-0.37
3.24,0.0,0.0,0.943,5.79,1.561,1.127,0.241,-0.0143,0.9875,9.42,0.69,-227.61,0.0342,0.0338,0.9992,-31.2,0.95,-0.72
3.25,0.0,0.071,1.127,5.521,1.438,0.943,0.1997,0.002,0.9773,9.52,-0.68,-235.36,0.027,0.0257,0.9937,-31.97,0.27,0.71
3.26,0.0,0.214,1.308,5.239,1.311,0.757,0.1828,0.0117,0.9953,10.97,-0.27,-240.09,0.0451,0.0553,0.9908,-34.38,-1.2,-1.38
3.27,0.0,0.356,1.487,4.945,1.181,0.569,0.1374,0.0101,1.005,10.59,-0.01,-243.36,0.0309,0.0269,0.9969,-34.84,-2.43,0.63
3.28,0.0,0.497,1.662,4.64,1.048,0.38,0.0931,-0.0085,0.9888,9.03,0.15,-245.75,0.02,0.0161,1.0062,-34.73,-0.37,1.78
3.29,0.0,0.638,1.833,4.325,0.913,0.19,0.0498,-0.013,0.9942,10.43,0.1,-248.94,0.0144,0.0036,1.0049,-33.22,-0.07,0.57
3.3,0.0,0.776,2.0,4.0,0.776,0.0,-0.0001,0.0014,1.0123,22.94,0.44,-23.53,0.0475,-0.0045,0.9923,-35.83,-0.88,0.64
3.31,0.381,0.913,2.163,3.666,0.638,0.0,0.0259,-0.0117,1.0162,35.73,0.84,98.64,0.0411,-0.0073,0.9909,-33.8,0.14,0.87
3.32,0.76,1.048,2.32,3.323,0.497,0.0,0.0357,0.0152,1.0049,34.92,0.39,-0.44,0.0358,-0.009,1.0059,-33.67,0.51,1.71
3.33,1.139,1.181,2.473,2.973,0.356,0.0,0.0281,0.0164,0.9904,34.51,0.45,-0.29,0.0305,-0.0367,0.992,-32.59,0.67,1.21
3.34,1.514,1.311,2.619,2.617,0.214,0.0,0.0447,0.0191,1.019,33.42,-1.58,-0.11,0.0296,-0.0394,0.9997,-33.18,-2.36,0.44
3.35,1.886,1.438,2.76,2.254,0.071,0.0,0.0334,0.0136,0.9936,33.25,0.05,0.08,0.0241,-0.0359,1.0002,-34.21,-1.31,0.9
3.36,2.254,1.561,2.895,1.886,0.0,0.0,0.0266,0.0403,0.9954,33.51,0.48,0.69,0.0306,-0.0331,1.0019,-33.22,-0.3,-0.89
3.37,2.617,1.682,3.023,1.514,0.0,0.0,0.0317,0.0354,1.002,30.22,0.73,-0.44,0.0137,-0.0431,1.0071,-32.73,0.57,0.78
3.38,2.973,1.798,3.144,1.139,0.0,0.0,0.039,0.0345,1.0139,30.39,-0.69,0.14,0.0275,-0.0314,0.9857,-31.28,0.49,-1.01
3.39,3.323,1.91,3.258,0.76,0.0,0.0,0.0293,0.0227,1.0066,29.05,-0.66,-0.05,0.0318,-0.0663,0.979,-30.01,0.47,-0.37
3.4,3.666,2.018,3.365,0.381,0.0,0.0,0.0267,0.0563,1.0019,29.19,-0.57,-0.93,0.041,-0.0641,0.9921,-29.98,-0.38,-3.08
3.41,4.0,2.121,3.464,0.0,0.0,0.0,0.0373,0.0792,1.0021,28.94,0.54,-0.11,0.0345,-0.0463,1.0155,106.69,-0.33,25.25
3.42,4.325,2.22,3.555,0.0,0.0,0.0,0.0373,0.0829,0.9976,25.92,1.03,-0.14,0.0515,-0.0186,1.0191,114.15,-0.73,148.41
3.43,4.64,2.313,3.639,0.0,0.0,0.0,0.0298,0.0662,1.0025,22.85,-0.41,-0.17,0.1003,-0.0124,1.0143,-6.22,0.77,248.26
3.44,4.945,2.402,3.713,0.0,0.0,0.0,0.0302,0.069,0.9713,23.46,0.91,0.03,0.1401,-0.002,0.9894,-5.98,-0.92,244.37
3.45,5.239,2.484,3.78,0.0,0.0,0.0,0.0372,0.0837,0.9933,23.34,0.12,0.08,0.176,-0.0307,0.9671,-5.83,0.85,240.7
3.46,5.521,2.562,3.838,0.0,0.0,0.0,0.0204,0.0728,0.9984,21.45,-0.12,-0.43,0.212,-0.0259,0.9536,-6.97,0.21,232.86
3.47,5.79,2.633,3.887,0.0,0.0,0.0,0.0208,0.0894,0.9841,19.76,-0.21,1.27,0.2412,-0.0287,0.9615,-5.46,-0.05,228.16
3.48,6.046,2.698,3.928,0.0,0.0,0.0,0.0277,0.0972,0.9992,17.41,0.75,-1.17,0.296,-0.0464,0.9551,-6.58,-0.66,221.25
3.49,6.288,2.758,3.959,0.0,0.0,0.0,0.0328,0.1048,0.9931,14.71,0.33,-0.72,0.3411,-0.0309,0.9586,-3.88,-1.36,210.81
3.5,6.517,2.811,3.982,0.0,0.0,0.0,0.038,0.0941,1.0124,14.74,2.28,2.78,0.3614,-0.0198,0.942,-4.34,-0.65,200.68
3.51,6.73,2.858,3.995,0.0,0.0,0.0,0.0497,0.0954,1.0104,11.59,-0.85,-1.04,0.4086,-0.0239,0.9229,-4.14,-0.33,188.87
3.52,6.928,2.898,4.0,0.0,0.0,0.0,0.0435,0.0907,0.9898,12.77,0.52,-1.35,0.4034,-0.0237,0.8988,-4.4,-2.37,176.03
3.53,7.111,2.931,3.995,0.0,0.0,0.0,0.0333,0.0928,0.9928,9.28,-0.53,0.73,0.4339,-0.0341,0.8853,-5.09,-0.2,164.27
3.54,7.277,2.958,3.982,0.0,0.0,0.0,0.0347,0.1002,0.9934,6.22,-0.87,-2.08,0.4783,-0.0373,0.8849,-3.08,0.92,148.13
3.55,7.427,2.979,3.959,0.0,0.0,0.0,0.0249,0.1071,0.9895,4.26,-0.01,-0.24,0.4942,-0.0184,0.8774,-0.35,0.57,134.57
3.56,7.56,2.992,3.928,0.0,0.0,0.0,0.0347,0.1133,0.9959,2.84,0.14,2.15,0.524,-0.0363,0.8632,-1.28,-0.5,117.89
3.57,7.676,2.999,3.887,0.0,0.0,0.0,0.032,0.0965,0.9863,0.74,2.92,-1.54,0.5274,-0.0285,0.8388,-0.46,0.05,103.02
3.58,7.774,2.999,3.838,0.0,0.0,0.0,0.0381,0.1194,0.9826,0.14,-0.18,-1.98,0.5329,-0.0298,0.8467,0.95,-0.56,87.9
3.59,7.855,2.992,3.78,0.0,0.0,0.0,0.0266,0.1014,1.0002,-2.74,-1.13,-1.5,0.551,-0.0167,0.8369,2.69,0.15,70.85
3.6,7.919,2.979,3.713,0.0,0.0,0.0,0.0401,0.1033,1.0003,-5.61,0.27,0.9,0.5468,-0.0214,0.816,2.79,1.54,53.13
3.61,7.964,2.958,3.639,0.0,0.0,0.0,0.0502,0.095,0.9861,-4.91,-2.07,1.12,0.5572,-0.0437,0.8145,1.07,0.97,35.7
3.62,7.991,2.931,3.555,0.0,0.0,0.0,0.0338,0.0769,1.0032,-8.66,-0.09,-0.51,0.582,-0.0423,0.8266,0.67,0.52,15.93
3.63,8.0,2.898,3.464,0.0,0.0,0.0,0.0389,0.1083,0.9881,-9.82,0.02,0.68,0.5823,-0.0241,0.8164,5.54,-0.49,-0.37
3.64,7.991,2.858,3.365,0.0,0.0,0.0,0.0418,0.1048,0.9972,-13.04,0.79,1.39,0.5759,-0.0299,0.8356,6.0,0.75,-18.49
3.65,7.964,2.811,3.258,0.0,0.0,0.0,0.0309,0.0923,1.0031,-13.87,0.97,1.79,0.5513,-0.0331,0.8274,4.46,-1.69,-36.19
3.66,7.919,2.758,3.144,0.0,0.0,0.0,0.0371,0.0932,0.9948,-15.67,-0.5,-0.25,0.5585,-0.0176,0.8219,3.52,-0.25,-52.48
3.67,7.855,2.698,3.023,0.0,0.0,0.0,0.035,0.0947,0.9999,-19.58,-0.15,-2.3,0.5409,-0.025,0.8327,6.27,0.58,-71.21
3.68,7.774,2.633,2.895,0.0,0.0,0.0,0.0359,0.0707,0.9905,-17.32,-0.77,-0.82,0.5534,-0.0254,0.841,5.69,0.74,-87.86
3.69,7.676,2.562,2.76,0.0,0.0,0.0,0.0272,0.0775,0.994,-19.63,-1.13,-0.43,0.5217,-0.0171,0.842,6.16,0.67,-105.81
3.7,7.56,2.484,2.619,0.0,0.0,0.0,0.0351,0.087,0.9942,-22.83,0.31,-0.26,0.5,-0.0275,0.8503,7.62,0.29,-119.96
3.71,7.427,2.402,2.473,0.0,0.0,0.0,0.0399,0.0625,0.9891,-24.97,-1.27,-0.19,0.4919,-0.0068,0.8776,7.5,-0.2,-136.08
3.72,7.277,2.313,2.32,0.0,0.0,0.0,0.0494,0.0737,0.9951,-24.89,-0.41,1.12,0.4634,-0.0291,0.891,6.38,0.54,-149.55
3.73,7.111,2.22,2.163,0.0,0.0,0.0,0.0445,0.0527,0.9817,-26.43,-1.0,1.27,0.4603,-0.0133,0.9012,7.63,-0.95,-164.46
3.74,6.928,2.121,2.0,0.0,0.0,0.0,0.0564,0.0662,0.9926,-27.36,0.55,-0.17,0.4113,-0.0041,0.9232,8.97,-0.84,-176.45
3.75,6.73,2.018,1.833,0.0,0.0,0.19,0.0272,0.0562,0.9949,-28.62,1.8,1.1,0.3755,-0.0308,0.9155,9.15,0.06,-188.85
3.76,6.517,1.91,1.662,0.0,0.0,0.38,0.0436,0.0353,0.9955,-29.32,-1.3,0.36,0.3364,-0.0189,0.9504,9.21,0.17,-198.21
3.77,6.288,1.798,1.487,0.0,0.0,0.569,0.0367,0.0578,0.9959,-29.29,-1.85,0.06,0.324,-0.0024,0.9369,10.16,-1.83,-209.55
3.78,6.046,1.682,1.308,0.0,0.0,0.757,0.0568,0.0334,0.9979,-30.98,-0.12,0.91,0.283,-0.0007,0.9473,9.1,0.46,-220.98
3.79,5.79,1.561,1.127,0.0,0.0,0.943,0.0268,0.0271,1.0036,-33.31,0.02,0.07,0.2368,-0.0123,0.9503,9.86,0.77,-228.39
3.8,5.521,1.438,0.943,0.0,0.071,1.127,0.0265,0.0315,1.0077,-31.5,0.22,2.06,0.2238,-0.0162,0.9728,6.48,-0.08,-233.89
3.81,5.239,1.311,0.757,0.0,0.214,1.308,0.0289,0.0352,0.9926,-31.72,-0.45,-1.44,0.1779,0.0024,0.9802,9.56,2.37,-240.5
3.82,4.945,1.181,0.569,0.0,0.356,1.487,0.0137,0.0077,0.9872,-30.6,-0.2,-0.52,0.1292,0.0065,0.9968,10.89,-0.68,-246.95
3.83,4.64,1.048,0.38,0.0,0.497,1.662,0.0296,0.0126,0.9889,-35.15,0.37,-0.13,0.1005,-0.0152,0.9987,9.82,-0.36,-245.8
3.84,4.325,0.913,0.19,0.0,0.638,1.833,0.0273,0.0103,0.9945,-33.95,1.04,0.44,0.0502,-0.0138,0.9871,9.79,-0.4,-248.33
3.85,4.0,0.776,0.0,0.0,0.776,2.0,0.0364,0.0069,0.9959,-36.34,-1.96,1.27,-0.0082,0.0023,0.9961,21.22,-0.08,-24.32
3.86,3.666,0.638,0.0,0.381,0.913,2.163,0.0383,-0.0042,0.9917,-33.64,-0.37,-0.02,0.0245,0.0123,0.9957,35.2,-0.33,99.39
3.87,3.323,0.497,0.0,0.76,1.048,2.32,0.0537,-0.0156,0.9864,-34.58,0.21,-1.42,0.0431,0.0089,0.9816,34.58,-1.41,0.43
3.88,2.973,0.356,0.0,1.139,1.181,2.473,0.0444,-0.0261,0.9947,-31.83,-0.92,0.84,0.0389,0.0246,0.9894,34.58,-0.55,-0.7
3.89,2.617,0.214,0.0,1.514,1.311,2.619,0.0291,-0.0229,1.0009,-34.14,1.73,0.75,0.0366,0.0166,0.9914,31.64,-0.1,0.2
3.9,2.254,0.071,0.0,1.886,1.438,2.76,0.0259,-0.0402,1.0049,-34.55,-0.64,-1.94,0.0264,0.0084,1.0133,32.71,1.23,-0.92
3.91,1.886,0.0,0.0,2.254,1.561,2.895,0.0398,-0.0644,0.9932,-32.73,-0.04,-0.0,0.041,0.0309,1.0007,31.98,2.2,1.52
3.92,1.514,0.0,0.0,2.617,1.682,3.023,0.0217,-0.0364,0.9944,-33.53,0.56,-1.59,0.0273,0.0414,1.0052,31.27,1.34,-1.57
3.93,1.139,0.0,0.0,2.973,1.798,3.144,0.0532,-0.0371,0.9891,-29.99,-0.59,-0.66,0.0339,0.0434,0.9833,30.12,-0.78,1.23
3.94,0.76,0.0,0.0,3.323,1.91,3.258,0.0467,-0.0751,0.9978,-31.89,-1.85,-0.9,0.0494,0.0399,1.01,29.48,-0.7,0.04
3.95,0.381,0.0,0.0,3.666,2.018,3.365,0.0302,-0.0667,0.9893,-28.79,-0.43,0.81,0.0283,0.0384,1.0108,29.67,-0.16,-0.49
3.96,0.0,0.0,0.0,4.0,2.121,3.464,0.0178,-0.0553,1.0032,103.14,1.03,24.96,0.0192,0.0564,0.9775,25.8,1.78,0.17
3.97,0.0,0.0,0.0,4.325,2.22,3.555,0.0571,0.0007,0.981,115.16,-0.34,147.77,0.0244,0.0752,0.9901,28.29,-0.17,0.73
3.98,0.0,0.0,0.0,4.64,2.313,3.639,0.0857,-0.021,0.9924,-5.93,-0.85,248.03,0.0448,0.0833,1.0018,25.72,-1.33,1.37
3.99,0.0,0.0,0.0,4.945,2.402,3.713,0.1419,-0.0298,0.9943,-6.8,0.93,242.55,0.0374,0.0869,1.003,23.83,-0.5,0.31
4.0,0.0,0.0,0.0,5.239,2.484,3.78,0.1553,-0.0256,0.9868,-7.59,-0.33,239.9,0.0336,0.0709,0.9895,23.34,0.76,-0.89
4.01,0.0,0.0,0.0,5.521,2.562,3.838,0.2059,-0.0111,1.0039,-6.31,-0.51,233.13,0.0298,0.0713,0.9929,19.46,0.69,0.06
4.02,0.0,0.0,0.0,5.79,2.633,3.887,0.2511,-0.0324,0.9711,-5.78,0.15,226.76,0.0398,0.0913,0.9897,18.67,-0.2,1.82
4.03,0.0,0.0,0.0,6.046,2.698,3.928,0.2891,-0.0349,0.9471,-4.83,0.77,219.65,0.0264,0.0959,0.9965,17.57,0.68,1.35
4.04,0.0,0.0,0.0,6.288,2.758,3.959,0.3198,-0.0326,0.9446,-6.16,2.38,210.57,0.038,0.0965,1.0071,17.35,-2.27,0.91
4.05,0.0,0.0,0.0,6.517,2.811,3.982,0.3642,-0.0381,0.9156,-3.68,0.83,201.22,0.0276,0.075,0.9871,14.18,0.1,0.8
4.06,0.0,0.0,0.0,6.73,2.858,3.995,0.3788,-0.028,0.9198,-6.43,1.16,188.62,0.0259,0.0888,1.0046,12.88,0.86,0.7
4.07,0.0,0.0,0.0,6.928,2.898,4.0,0.4172,-0.0136,0.8994,-3.81,-0.51,176.86,0.0285,0.0991,0.9866,10.0,-0.83,1.16
4.08,0.0,0.0,0.0,7.111,2.931,3.995,0.4466,-0.0271,0.9041,-3.1,-1.03,163.07,0.0311,0.106,0.9858,9.19,-0.84,-0.46
4.09,0.0,0.0,0.0,7.277,2.958,3.982,0.4749,-0.0333,0.8769,-1.41,0.06,149.81,0.0344,0.1101,1.0023,8.48,-1.87,-1.36
4.1,0.0,0.0,0.0,7.427,2.979,3.959,0.4987,-0.034,0.8692,-1.44,0.11,135.43,0.0373,0.1049,1.0032,5.87,1.59,0.07
4.11,0.0,0.0,0.0,7.56,2.992,3.928,0.4996,-0.0469,0.8529,-2.28,-1.08,119.56,-0.002,0.1075,1.0025,2.85,-0.72,-0.82
4.12,0.0,0.0,0.0,7.676,2.999,3.887,0.5122,-0.0226,0.8665,-1.28,-0.18,101.92,0.0268,0.1053,0.9808,1.65,0.24,-1.06
4.13,0.0,0.0,0.0,7.774,2.999,3.838,0.5544,-0.0322,0.837,0.49,0.4,87.59,0.031,0.1113,0.9893,-0.4,0.6,-0.72
4.14,0.0,0.0,0.0,7.855,2.992,3.78,0.5565,-0.0331,0.851,0.8,0.36,70.71,0.05,0.1073,1.0022,-2.42,1.51,2.49
4.15,0.0,0.0,0.0,7.919,2.979,3.713,0.5546,0.0008,0.8348,0.88,0.5,52.39,0.0241,0.1041,0.9944,-3.76,-0.15,0.14
4.16,0.0,0.0,0.0,7.964,2.958,3.639,0.584,-0.0278,0.8271,1.56,0.29,34.25,0.0365,0.0998,0.9834,-5.7,-0.54,0.36
4.17,0.0,0.0,0.0,7.991,2.931,3.555,0.5735,-0.0379,0.8234,3.31,-0.51,19.29,0.0498,0.1019,0.9989,-8.83,0.17,-1.22
4.18,0.0,0.0,0.0,8.0,2.898,3.464,0.5854,-0.0341,0.8227,2.66,-0.51,0.49,0.0218,0.1043,0.9873,-9.94,1.28,-1.84
4.19,0.0,0.0,0.0,7.991,2.858,3.365,0.573,-0.0178,0.8004,3.64,-1.2,-18.04,0.0388,0.1001,1.0126,-12.81,-0.17,-0.82
4.2,0.0,0.0,0.0,7.964,2.811,3.258,0.5891,-0.0274,0.8196,6.44,1.78,-36.67,0.0269,0.0989,1.0103,-15.15,-0.95,1.44
4.21,0.0,0.0,0.0,7.919,2.758,3.144,0.5796,-0.0422,0.8352,3.37,0.01,-53.9,0.0299,0.1059,1.0011,-16.25,-1.54,0.33
4.22,0.0,0.0,0.0,7.855,2.698,3.023,0.5506,-0.0177,0.8323,3.45,-0.22,-69.04,0.0269,0.0922,1.009,-17.76,-1.22,0.6
4.23,0.0,0.0,0.0,7.774,2.633,2.895,0.5513,-0.0326,0.8263,6.58,-0.93,-87.12,0.0276,0.0798,0.9963,-21.0,0.86,0.74
4.24,0.0,0.0,0.0,7.676,2.562,2.76,0.534,-0.0061,0.8488,5.6,2.94,-104.27,0.0621,0.0917,1.0036,-20.06,-0.32,-0.59
4.25,0.0,0.0,0.0,7.56,2.484,2.619,0.5245,-0.0129,0.8765,6.41,-1.07,-119.15,0.0433,0.0654,1.011,-25.2,-0.61,1.39
4.26,0.0,0.0,0.0,7.427,2.402,2.473,0.4819,-0.027,0.8831,6.38,-0.43,-135.81,0.0459,0.0642,0.999,-21.16,-0.72,-0.63
4.27,0.0,0.0,0.0,7.277,2.313,2.32,0.4766,-0.0084,0.882,7.31,0.42,-148.13,0.0398,0.0741,0.9943,-23.73,0.09,1.41
4.28,0.0,0.0,0.0,7.111,2.22,2.163,0.456,-0.0192,0.9047,9.55,0.6,-162.16,0.0188,0.0714,0.9801,-26.78,-0.24,0.44
4.29,0.0,0.0,0.0,6.928,2.121,2.0,0.4011,-0.0099,0.9043,9.12,0.96,-177.02,0.0388,0.0491,0.9967,-27.7,-0.27,-1.79
4.3,0.0,0.0,0.19,6.73,2.018,1.833,0.3776,-0.0121,0.9039,9.51,1.81,-189.33,0.0456,0.0528,1.006,-28.51,1.35,-0.75
4.31,0.0,0.0,0.38,6.517,1.91,1.662,0.3376,-0.0239,0.9244,7.53,0.51,-202.5,0.0264,0.0454,1.0075,-30.42,1.54,-1.78
4.32,0.0,0.0,0.569,6.288,1.798,1.487,0.3216,-0.0203,0.9615,8.07,-1.06,-211.53,0.0446,0.0413,1.0034,-30.55,-1.61,1.16
4.33,0.0,0.0,0.757,6.046,1.682,1.308,0.2958,-0.0019,0.9546,6.63,-0.26,-220.48,0.0419,0.0502,0.9931,-31.7,0.33,-0.02
4.34,0.0,0.0,0.943,5.79,1.561,1.127,0.2661,-0.0139,0.9655,8.87,0.31,-226.99,0.0534,0.0422,0.979,-32.36,-0.78,-2.23
4.35,0.0,0.071,1.127,5.521,1.438,0.943,0.2126,-0.0129,0.9743,10.82,2.07,-234.27,0.0307,0.0293,0.994,-32.68,-0.25,0.38
4.36,0.0,0.214,1.308,5.239,1.311,0.757,0.1875,-0.0167,1.0042,10.53,-1.4,-240.92,0.0239,0.0183,0.9961,-34.68,0.31,-0.54
4.37,0.0,0.356,1.487,4.945,1.181,0.569,0.1157,-0.0011,1.0078,9.9,1.2,-244.26,0.0313,0.0044,0.9961,-33.71,-0.21,-1.48
4.38,0.0,0.497,1.662,4.64,1.048,0.38,0.0698,0.017,1.0184,10.19,0.18,-246.64,0.0493,0.0261,1.0055,-33.87,0.23,1.68
4.39,0.0,0.638,1.833,4.325,0.913,0.19,0.043,-0.0125,0.9975,9.57,0.84,-148.52,0.0166,0.0119,1.0192,-34.07,0.67,0.11
4.4,0.0,0.776,2.0,4.0,0.776,0.0,0.0387,0.0002,1.0023,22.47,-0.1,-26.74,0.0142,-0.0071,1.0006,-34.47,0.29,-0.29
4.41,0.381,0.913,2.163,3.666,0.638,0.0,0.0346,0.0201,0.9842,34.96,-0.84,-0.13,0.0358,0.0012,0.9972,-33.06,-0.65,-0.4
4.42,0.76,1.048,2.32,3.323,0.497,0.0,0.0142,0.0111,1.0141,32.41,0.75,-1.38,0.0305,-0.0126,0.9967,-34.38,-0.63,-1.51
4.43,1.139,1.181,2.473,2.973,0.356,0.0,0.034,0.0224,0.9876,34.05,0.65,0.9,0.035,-0.0207,1.0005,-33.52,-1.44,-1.3
4.44,1.514,1.311,2.619,2.617,0.214,0.0,0.0219,0.0131,1.0013,34.3,0.97,0.78,0.0444,-0.0194,0.9908,-32.07,-0.85,1.28
4.45,1.886,1.438,2.76,2.254,0.071,0.0,0.0416,0.0338,0.988,32.45,-0.01,-0.9,0.0294,-0.0369,1.0002,-32.95,1.96,-0.47
4.46,2.254,1.561,2.895,1.886,0.0,0.0,0.0386,0.0333,0.9929,32.96,-0.6,-0.77,0.0162,-0.0386,1.0033,-32.05,-0.79,0.02
4.47,2.617,1.682,3.023,1.514,0.0,0.0,0.0255,0.0506,0.9902,34.37,-1.56,-0.46,0.0553,-0.0395,1.0007,-31.65,-1.19,-2.04
4.48,2.973,1.798,3.144,1.139,0.0,0.0,0.0298,0.0581,0.9922,30.63,0.82,-2.25,0.0249,-0.0512,1.0029,-29.5,0.32,-1.32
4.49,3.323,1.91,3.258,0.76,0.0,0.0,0.0243,0.0774,0.9927,30.22,0.42,0.34,0.0243,-0.0448,1.0024,-30.08,-0.11,0.61
4.5,3.666,2.018,3.365,0.381,0.0,0.0,0.0343,0.0624,0.9923,28.08,-0.97,-0.27,0.0459,-0.0379,0.9801,-27.53,-0.2,0.38
4.51,4.0,2.121,3.464,0.0,0.0,0.0,0.0445,0.0648,1.0058,27.89,-0.54,0.97,0.0311,-0.0691,1.0039,105.12,1.41,26.6
4.52,4.325,2.22,3.555,0.0,0.0,0.0,0.025,0.0682,0.9861,26.98,-0.47,-1.1,0.0429,-0.0365,0.9921,114.62,0.55,150.39
4.53,4.64,2.313,3.639,0.0,0.0,0.0,0.0399,0.0672,0.9991,25.43,-1.48,-0.62,0.0917,-0.0413,0.985,-6.89,-0.53,246.91
4.54,4.945,2.402,3.713,0.0,0.0,0.0,0.0296,0.0784,1.0088,22.85,-0.82,-1.51,0.1403,-0.024,0.9803,-7.47,-0.42,244.45
4.55,5.239,2.484,3.78,0.0,0.0,0.0,0.027,0.0761,0.9911,22.64,-1.13,-1.0,0.1679,-0.0304,0.9893,-6.11,-0.5,239.26
4.56,5.521,2.562,3.838,0.0,0.0,0.0,0.0338,0.0845,0.9888,22.38,-0.41,-1.18,0.2271,-0.0228,0.9748,-9.0,0.87,236.0
4.57,5.79,2.633,3.887,0.0,0.0,0.0,0.0245,0.0995,0.9934,19.78,-0.74,1.0,0.2297,-0.0246,0.9508,-5.8,-0.31,228.27
4.58,6.046,2.698,3.928,0.0,0.0,0.0,0.0294,0.0795,1.0072,18.65,-1.63,-0.7,0.2962,-0.0429,0.9619,-5.77,-1.79,219.31
4.59,6.288,2.758,3.959,0.0,0.0,0.0,0.0229,0.1039,0.997,15.75,2.02,0.12,0.3159,-0.0459,0.9312,-5.86,-0.05,210.25
4.6,6.517,2.811,3.982,0.0,0.0,0.0,0.0545,0.1083,0.9895,14.98,1.25,-0.38,0.3717,-0.0256,0.9348,-4.82,-1.54,201.33
4.61,6.73,2.858,3.995,0.0,0.0,0.0,0.0353,0.0962,0.9995,12.71,-0.78,-1.27,0.3909,-0.0279,0.923,-4.3,2.18,189.28
4.62,6.928,2.898,4.0,0.0,0.0,0.0,0.0279,0.0782,0.9834,9.63,0.27,-0.17,0.4119,-0.0341,0.9166,-3.22,-0.97,178.11
4.63,7.111,2.931,3.995,0.0,0.0,0.0,0.037,0.095,1.0011,9.03,0.42,0.6,0.4521,-0.047,0.9127,-3.98,-0.16,161.32
4.64,7.277,2.958,3.982,0.0,0.0,0.0,0.0338,0.1154,0.9982,5.81,1.19,-1.21,0.4787,-0.0261,0.8687,-1.72,0.26,150.09
4.65,7.427,2.979,3.959,0.0,0.0,0.0,0.0327,0.1032,0.9909,4.24,-0.82,0.81,0.498,-0.0184,0.8699,-0.1,-0.29,134.48
4.66,7.56,2.992,3.928,0.0,0.0,0.0,0.041,0.0942,0.9856,3.12,1.09,-0.85,0.5005,-0.0285,0.8565,-0.6,-0.29,121.42
4.67,7.676,2.999,3.887,0.0,0.0,0.0,0.0425,0.0994,0.9851,1.28,-0.55,-0.48,0.5227,-0.0399,0.8535,0.52,0.42,105.27
4.68,7.774,2.999,3.838,0.0,0.0,0.0,0.0296,0.1129,0.9993,-2.17,-1.34,0.53,0.5416,-0.031,0.8424,1.39,1.53,87.29
4.69,7.855,2.992,3.78,0.0,0.0,0.0,0.0291,0.1096,1.0062,-1.88,0.72,-0.66,0.5527,-0.045,0.8292,2.12,0.77,71.88
4.7,7.919,2.979,3.713,0.0,0.0,0.0,0.0321,0.1011,0.9877,-4.3,1.29,0.04,0.5696,-0.0205,0.8223,3.33,1.48,54.86
4.71,7.964,2.958,3.639,0.0,0.0,0.0,0.0119,0.0988,0.9987,-7.51,2.59,-0.31,0.5483,-0.03,0.8111,1.54,-1.05,35.61
4.72,7.991,2.931,3.555,0.0,0.0,0.0,0.0197,0.0972,0.9734,-10.25,-1.2,0.13,0.5756,-0.0481,0.8295,1.89,0.32,20.28
4.73,8.0,2.898,3.464,0.0,0.0,0.0,0.0486,0.0902,0.9886,-10.73,0.7,-2.38,0.5707,-0.0329,0.8234,3.96,0.16,-0.03
4.74,7.991,2.858,3.365,0.0,0.0,0.0,0.0513,0.1136,0.9943,-12.87,-0.41,-1.83,0.5639,-0.0246,0.8289,4.44,0.35,-18.03
4.75,7.964,2.811,3.258,0.0,0.0,0.0,0.0324,0.0919,0.9858,-14.12,0.78,0.62,0.561,-0.0319,0.8193,5.04,1.38,-34.67
4.76,7.919,2.758,3.144,0.0,0.0,0.0,0.0407,0.1047,0.9857,-16.35,-1.47,1.04,0.5599,-0.0305,0.8202,6.68,-0.22,-53.43
4.77,7.855,2.698,3.023,0.0,0.0,0.0,0.038,0.1048,0.9887,-19.7,-1.26,-0.91,0.5171,-0.0391,0.822,5.32,-0.41,-70.26
4.78,7.774,2.633,2.895,0.0,0.0,0.0,0.0657,0.0963,0.9986,-19.72,-0.78,-0.24,0.5346,-0.0203,0.8439,6.23,0.53,-85.85
4.79,7.676,2.562,2.76,0.0,0.0,0.0,0.0461,0.0785,0.9941,-21.22,0.08,0.29,0.5187,-0.0314,0.8389,5.29,-1.78,-103.7
4.8,7.56,2.484,2.619,0.0,0.0,0.0,0.0336,0.0831,0.9739,-21.8,-0.64,0.69,0.5162,-0.0453,0.8779,8.86,-0.24,-121.36
4.81,7.427,2.402,2.473,0.0,0.0,0.0,0.0253,0.0748,0.9754,-24.57,0.66,-2.03,0.4835,-0.0262,0.8575,6.83,-0.13,-134.62
4.82,7.277,2.313,2.32,0.0,0.0,0.0,0.0188,0.0617,0.9908,-23.56,1.03,-0.89,0.4676,-0.0114,0.8853,7.26,-0.92,-150.33
4.83,7.111,2.22,2.163,0.0,0.0,0.0,0.0369,0.0695,1.0018,-28.43,0.6,-0.33,0.4609,-0.0238,0.9108,7.61,1.06,-162.65
4.84,6.928,2.121,2.0,0.0,0.0,0.0,0.0273,0.0497,0.97,-26.4,1.62,0.7,0.4286,-0.0011,0.914,7.67,-1.06,-175.86
